Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,4.24641,4.731207799999998,88.58334922911357,88.86
20210201,4.37636,4.581213699999999,95.31908481020758,
20210301,4.35703,4.641464700000001,93.4718214012756,
20210401,4.35543,4.6777695999999995,92.59913257703603,
20210501,4.08352,4.654529500000001,86.0167331126087,
20210601,4.01159,4.509765,87.58160729286891,
20210701,3.97068,4.520209299999998,86.16032266513551,
20210801,4.4206,4.429098399999997,99.80775460344756,
20210901,5.40433,4.740650999999999,87.71949529358865,
20211001,5.42632,5.576944799999995,97.2241813973375,
20211101,4.84896,6.081773000000001,74.57572345410148,
20211201,4.6897,5.2161778,88.77374245687358,
20220101,4.62266,4.6966925,98.39848701829682,
20220201,5.48315,4.851139199999999,88.47358179148844,
20220301,6.79605,6.0974066,89.71986080149499,
20220401,5.29152,8.1441959,46.08966988691341,
20220501,5.73341,5.7733527,99.30333431587833,
20220601,7.07679,6.180494599999999,87.33471814198245,
20220701,8.11634,9.601261400000002,81.70454416645923,
20220801,9.55387,10.210871800000001,93.12318672956611,
20220901,10.8214,10.061129000000001,92.97437484983459,
20221001,13.60838,10.045895800000002,73.82139387642029,
20221101,9.98419,10.406086599999998,95.7743532524922,
20221201,8.18021,9.003808100000002,89.93182204368834,
20230101,8.66229,9.133605500000002,94.55899652401385,
20230201,11.28442,9.484494000000007,84.0494593430589,
20230301,8.93158,9.414446500000002,94.59371690115297,
20230401,7.04217,8.903451800000004,73.56948497409172,
20230501,8.83333,8.702503200000002,98.51894132790241,
20230601,7.91606,8.821997000000003,88.55570826901258,
20230701,7.85121,8.820041400000001,87.66010079974933,
20230801,7.60562,8.662472300000001,86.10432417081051,
20230901,8.99194,8.955803600000001,99.59812454264598,
20231001,10.09995,8.793382900000003,87.0636280377626,
20231101,8.80205,8.651778200000003,98.2927636175664,
20231201,9.22828,8.4707299,91.79099355459522,
