Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,89.49999999999999,87.83317849350524,98.13762960168185,97.5
20210201,90.5,89.16090372048826,98.52033560274947,
20210301,93.0,90.9019507943152,97.74403311216689,
20210401,95.0,92.95754850411151,97.85005105695949,
20210501,97.5,94.7974272027929,97.22813046440297,
20210601,101.5,97.2858575155001,95.84813548325133,
20210701,103.5,106.34957174891858,97.24679058075499,
20210801,107.0,109.69675002394386,97.47967287481882,
20210901,108.0,112.0675420335948,96.23375737630111,
20211001,109.0,113.18572306391187,96.15988709732856,
20211101,112.0,113.64693078139743,98.52952608803801,
20211201,114.0,116.03622053349247,98.21384163728732,
20220101,115.0,118.16492166342061,97.24789420572121,
20220201,115.0,117.92093015560799,97.46006073425391,
20220301,116.0,118.38987341245695,97.93976429960608,
20220401,117.0,121.65608390127225,96.02044111002371,
20220501,117.5,120.58707552647162,97.37270167959862,
20220601,119.0,121.90231085461407,97.56108331545036,
20220701,120.0,121.1826671692799,99.01444402560008,
20220801,120.0,123.41464041349018,97.15446632209151,
20220901,120.0,125.88221013158976,95.0981582236752,
20221001,120.0,122.82366976052529,97.64694186622891,
20221101,120.0,127.3327010315863,93.88941580701142,
20221201,120.0,125.38277435468142,95.51435470443217,
20230101,120.0,124.69643044952356,96.08630795873037,
20230201,120.0,125.97595093838335,95.02004088468054,
20230301,122.0,124.81135879480968,97.69560754523798,
20230401,126.0,125.16634689734305,99.33837055344686,
20230501,126.0,124.67115797323058,98.94536347081791,
20230601,126.0,124.8605739793584,99.09569363441143,
20230701,126.0,124.22905436022224,98.59448758747796,
20230801,128.0,124.2833214623655,97.09634489247306,
20230901,128.0,126.61851410584407,98.92071414519069,
20231001,128.0,126.68999062252246,98.97655517384567,
20231101,128.0,126.92806048951647,99.16254725743474,
20231201,128.0,128.23750735008124,99.81444738274902,
