Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,34.3565,42.52547929999998,76.22290017900548,75.7
20210201,35.06044,43.187113099999976,76.82096088925303,
20210301,35.443,43.94991719999998,75.99831504105188,
20210401,36.02158,44.26863299999998,77.10524357898798,
20210501,33.595,44.39856009999998,67.84176186932585,
20210601,34.24591,42.741219199999975,75.1932151897848,
20210701,33.07905,43.91544799999998,67.24090323029237,
20210801,37.63909,43.977657999999984,83.15961411394383,
20210901,44.65048,44.63196099999998,99.95852452202078,
20211001,44.98773,43.17369969999998,95.9677220877781,
20211101,41.28389,43.36800969999997,94.95173613726814,
20211201,37.4685,43.479458299999976,83.95730200034701,
20220101,36.4,43.36800969999997,80.85711620879128,
20220201,44.60348,43.36800969999997,97.23010334619624,
20220301,56.82632,42.935529199999976,75.55570939663166,
20220401,44.53952,43.76222009999998,98.25480853857422,
20220501,48.283,44.45826379999998,92.07850340699622,
20220601,59.55857,43.62124389999998,73.24091881319511,
20220701,69.87409,44.20942719999998,63.2701294571421,
20220801,86.73191,44.41622109999999,51.21093389964546,
20220901,94.95143,44.49986099999998,46.86591976550536,
20221001,111.50364,43.15984329999998,38.70711601881336,
20221101,78.40765,42.76183199999998,54.537831448844564,
20221201,51.18476,43.48555829999997,84.95801934013166,
20230101,61.715,43.10740099999998,69.84914688487397,
20230201,85.43913,43.215181899999976,50.58008186647028,
20230301,62.91632,43.909757999999975,69.79072838335105,
20230401,45.11591,43.30579969999998,95.98786702961324,
20230501,61.04773,43.36800969999997,71.03951236188466,
20230601,53.28286,43.30579969999998,81.27529134134312,
20230701,49.52261,43.32125739999998,87.47773471551676,
20230801,47.10048,43.32125739999998,91.97625459443297,
20230901,55.81955,42.873319199999976,76.80699539856552,
20231001,69.61046,42.935529199999976,61.67970905521953,
20231101,60.9375,43.315567399999985,71.08195675897433,
20231201,65.18682,43.24526739999998,66.34050778976484,
