Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,89.49999999999999,87.92700410742121,98.24246268985611,97.91
20210201,90.5,89.32334292161538,98.69982643272417,
20210301,93.0,90.43165089354738,97.23833429413698,
20210401,95.0,92.8438491905732,97.73036756902441,
20210501,97.5,94.75537475088178,97.18499974449414,
20210601,101.5,97.07872583225621,95.64406485936573,
20210701,103.5,100.89951775934364,97.4874567723127,
20210801,107.0,102.78476784926218,96.06053070024502,
20210901,108.0,106.00109617907714,98.14916312877513,
20211001,109.0,106.95713712901426,98.1258138798296,
20211101,112.0,107.78030663218749,96.23241663588169,
20211201,114.0,110.52963426392526,96.955819529759,
20220101,115.0,112.39157256233543,97.73180222811776,
20220201,115.0,113.27243390057103,98.4977686091922,
20220301,116.0,113.32261288121143,97.69190765621674,
20220401,117.0,114.39052627902747,97.76968058036536,
20220501,117.5,115.48741683310485,98.2871632622169,
20220601,119.0,115.94615317964622,97.43374216776994,
20220701,120.0,117.47429172063384,97.8952431005282,
20220801,120.0,118.53789810370799,98.78158175308998,
20220901,120.0,118.40745980276824,98.67288316897354,
20221001,120.0,118.27739740128608,98.56449783440506,
20221101,120.0,118.2820177189276,98.56834809910634,
20221201,120.0,118.46347433359387,98.71956194466155,
20230101,120.0,118.58416628655783,98.82013857213153,
20230201,120.0,118.56488645596934,98.80407204664112,
20230301,122.0,118.79543368151194,97.37330629632126,
20230401,126.0,120.71322077459077,95.80414347189743,
20230501,126.0,124.38121519636232,98.71525015584311,
20230601,126.0,124.33656570659448,98.67981405285276,
20230701,126.0,124.3147628532204,98.66251020096857,
20230801,128.0,124.22257323201497,97.04888533751169,
20230901,128.0,126.06615155215306,98.48918090011958,
20231001,128.0,126.19740810295788,98.59172508043585,
20231101,128.0,126.25692771034075,98.63822477370371,
20231201,128.0,126.30797467962256,98.67810521845513,
