Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,34.3565,31.98494163845919,93.09720617193018,87.06
20210201,35.06044,37.358748503213974,93.44472430119538,
20210301,35.443,34.79552595241398,98.1731962655926,
20210401,36.02158,41.27413553515589,85.4183088716378,
20210501,33.595,32.81229504251348,97.67017425960258,
20210601,34.24591,42.23720734154767,76.66495840949278,
20210701,33.07905,36.02867616036929,91.08309893914945,
20210801,37.63909,38.004396868691515,99.02944819151709,
20210901,44.65048,46.372612594811926,96.14308156415805,
20211001,44.98773,49.51778246594324,89.93047111747305,
20211101,41.28389,45.8146189743012,89.02543104755584,
20211201,37.4685,41.55244150885517,89.1003335899351,
20220101,36.4,33.889155075732106,93.10207438387941,
20220201,44.60348,43.29745022487862,97.07191058831872,
20220301,56.82632,46.208877652057254,81.31597761751466,
20220401,44.53952,59.109713035346886,67.28704522332778,
20220501,48.283,60.085391150272244,75.555804009129,
20220601,59.55857,64.26523314453345,92.097420833755,
20220701,69.87409,63.31058899368941,90.60667408146483,
20220801,86.73191,90.20092413980092,96.0003023802878,
20220901,94.95143,92.38429136575166,97.29636653787274,
20221001,111.50364,91.1756975581884,81.76925664327048,
20221101,78.40765,106.63528477342868,63.99887667411448,
20221201,51.18476,74.2622450037046,54.91336678397123,
20230101,61.715,61.6275561174657,99.85831016359992,
20230201,85.43913,68.24598469101272,79.87673176331819,
20230301,62.91632,73.55011954788347,83.09850361896012,
20230401,45.11591,54.1662076052213,79.93989790913825,
20230501,61.04773,46.987986090344975,76.96926010245586,
20230601,53.28286,56.79528239201602,93.40796948208857,
20230701,49.52261,46.79298386517996,94.48812141601576,
20230801,47.10048,53.35270308754605,86.7257762818,
20230901,55.81955,57.60209103733189,96.80660084624134,
20231001,69.61046,63.181381988983276,90.76420697260623,
20231101,60.9375,65.69002285911631,92.20098812862965,
20231201,65.18682,45.691059127414064,70.09248054654924,
