Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,26312.5,26040.617047076103,98.96671561834148,86.2
20210201,25187.5,26164.468882469744,96.12121535495884,
20210301,25000.0,26879.597177966058,92.48161128813577,
20210401,25000.0,26141.414605850525,95.4343415765979,
20210501,24750.0,26405.087787671375,93.31277661546919,
20210601,23300.0,25873.96434821525,88.95294271152252,
20210701,23000.0,27813.325606398594,79.07249736348437,
20210801,22875.0,27955.388258261526,77.79065242290044,
20210901,26350.0,27064.461970346765,97.28856937249805,
20211001,27312.5,27780.456192507736,98.28665924939959,
20211101,23750.0,29497.88724594752,75.79836949074728,
20211201,22750.0,26175.98889434733,84.94070815671503,
20220101,21375.0,26786.20316977474,74.68442961508893,
20220201,22437.5,27050.078461689875,79.44254724595042,
20220301,23000.0,27381.30215946303,80.9508601762477,
20220401,22500.0,29984.886661144203,66.73383706158131,
20220501,22500.0,30518.60957484964,64.36173522289049,
20220601,22900.0,30325.115099872415,67.5759165944436,
20220701,29562.5,32774.904404095905,89.13351575781512,
20220801,43250.0,37412.756011580976,86.50348210770169,
20220901,48187.5,51896.211922277296,92.3035809654427,
20221001,53062.5,58467.10058478642,89.81465143032005,
20221101,50600.0,60848.4744645015,79.74609789624209,
20221201,46625.0,56835.90895643826,78.099927171178,
20230101,45750.0,48726.89345960606,93.4931290500414,
20230201,57650.0,48855.44623468532,84.74491974793636,
20230301,52062.5,59430.51843224455,85.8477437075735,
20230401,43875.0,55103.52115353114,74.40792899480083,
20230501,44150.0,45346.27999989034,97.29041902629594,
20230601,44375.0,46826.08597067399,94.47642598157975,
20230701,47062.5,45883.74990976709,97.49535173390085,
20230801,49000.0,51527.12511964846,94.84260179663579,
20230901,46875.0,54892.14182547908,82.89676410564464,
20231001,51250.0,49135.59847908105,95.8743384957679,
20231101,50000.0,57252.71093051568,85.49457813896865,
20231201,50250.0,55997.58092987488,88.562028000249,
