Time Series,Target Value,Predicted Value,Accuracy,Average Accuracy
20210101,89.49999999999999,87.83317849350524,98.13762960168185,97.81
20210201,90.5,89.32328372079267,98.69976101745047,
20210301,93.0,90.99302348487277,97.84196073642232,
20210401,95.0,92.95754850411151,97.85005105695949,
20210501,97.5,94.70635451223534,97.13472257665163,
20210601,101.5,96.76277506226279,95.33278331257418,
20210701,103.5,107.07380399231316,96.54704928278922,
20210801,107.0,109.51467006954684,97.64984105649827,
20210901,108.0,111.2952961325273,96.94879987728953,
20211001,109.0,112.86292014698776,96.45603656239655,
20211101,112.0,113.32412786447333,98.81774297814881,
20211201,114.0,115.0685561919181,99.06267000708938,
20220101,115.0,116.67417486860893,98.54419576642702,
20220201,115.0,116.96271428064101,98.29329192987738,
20220301,116.0,117.10885462056588,99.04409084433976,
20220401,117.0,119.36473645743992,97.97885772868383,
20220501,117.5,119.89048333106629,97.96554610122018,
20220601,119.0,120.82284619153158,98.46819647770455,
20220701,120.0,121.06141838116436,99.11548468236303,
20220801,120.0,123.34686837576608,97.21094302019495,
20220901,120.0,124.79300176395357,96.00583186337202,
20221001,120.0,122.37266751428349,98.02277707143043,
20221101,120.0,125.90203165305353,95.08164028912206,
20221201,120.0,124.6481352894216,96.126553925482,
20230101,120.0,124.08646017298186,96.59461652251512,
20230201,120.0,124.25409369255057,96.45492192287452,
20230301,122.0,123.93889412160097,98.41074252327789,
20230401,126.0,125.0193223135497,99.22168437583309,
20230501,126.0,124.36268833004515,98.70054629368661,
20230601,126.0,124.55210433617297,98.85087645728014,
20230701,126.0,124.42467169698931,98.749739442055,
20230801,128.0,124.08210150869557,96.93914180366842,
20230901,128.0,125.9450314710023,98.39455583672054,
20231001,128.0,125.57142610927058,98.10267664786764,
20231101,128.0,126.41602291406674,98.76251790161464,
20231201,128.0,127.72546977463152,99.78552326143088,
